TransactionID,TransactionDate,CalendarYear,Quarter,MonthNumber,MonthName,DepartmentKey,CategoryKey,VendorKey,RegionKey,ProjectKey,Description,PaymentMethod,PostingStatus,NetAmount_AUD,GST_AUD,GrossAmount_AUD,PurchaseOrder,InvoiceNumber,OriginalCurrency,ExchangeRate
TX003402,2025-12-30,2025,4,12,December,D008,C013,V033,R04,P008,Rent expense - Facilities,Expense Claim,Posted,2147.16,214.72,2361.88,,,AUD,1.0
TX003403,2025-03-17,2025,1,3,March,D003,C007,V012,R05,P008,Training expense - Human Resources,Direct Debit,Posted,580.69,58.07,638.76,,INV-561661,AUD,1.0
TX003404,2024-03-07,2024,1,3,March,D006,C006,V023,R02,P005,Travel expense - Operations,Expense Claim,Posted,130.17,13.02,143.19,,,AUD,1.0
TX003405,2026-01-14,2026,1,1,January,D002,C001,V034,R04,P006,Software & SaaS expense - Finance,Invoice,Posted,2296.09,229.61,2525.7,PO-48505,INV-888884,AUD,1.0
TX003406,2026-05-02,2026,2,5,May,D007,C007,V008,R05,P008,Training expense - Customer Service,Invoice,Posted,385.92,38.59,424.51,PO-97832,INV-770957,AUD,1.0
TX003407,2024-06-20,2024,2,6,June,D004,C011,V027,R01,P008,Office Supplies expense - Marketing,Invoice,Posted,311.01,31.1,342.11,PO-95676,INV-969980,AUD,1.0
TX003408,2025-09-17,2025,3,9,September,D002,C005,V016,R01,P008,Consulting expense - Finance,Invoice,Posted,849.23,84.92,934.15,PO-16312,INV-418624,AUD,1.0
TX003409,2025-03-18,2025,1,3,March,D005,C009,V023,R02,P001,Advertising expense - Sales,Invoice,Posted,3755.24,375.52,4130.76,PO-43418,INV-263277,AUD,1.0
TX003410,2025-05-21,2025,2,5,May,D002,C017,V011,R03,P008,Legal & Compliance expense - Finance,Corporate Card,Posted,357.26,35.73,392.99,,,AUD,1.0
TX003411,2025-03-12,2025,1,3,March,D001,C012,V005,R02,P008,Telecommunications expense - Information Technology,Direct Debit,Posted,297.37,29.74,327.11,,INV-200681,AUD,1.0
TX003412,2024-04-15,2024,2,4,April,D008,C016,V018,R02,P003,Insurance expense - Facilities,Invoice,Posted,1139.1,113.91,1253.01,PO-55172,INV-681300,AUD,1.0
TX003413,2024-06-06,2024,2,6,June,D005,C019,V031,R01,P008,Vehicle Expenses expense - Sales,Expense Claim,Posted,782.43,78.24,860.67,,,AUD,1.0
TX003414,2024-10-18,2024,4,10,October,D001,C001,V024,R01,P003,Software & SaaS expense - Information Technology,Invoice,Posted,641.36,64.14,705.5,PO-90055,INV-418504,AUD,1.0
TX003415,2025-10-10,2025,4,10,October,D008,C013,V018,R01,P008,Rent expense - Facilities,Direct Debit,Posted,5213.69,521.37,5735.06,,INV-480524,AUD,1.0
TX003416,2024-03-18,2024,1,3,March,D001,C001,V026,R01,P008,Software & SaaS expense - Information Technology,Corporate Card,Posted,627.03,62.7,689.73,,,AUD,1.0
TX003417,2026-02-08,2026,1,2,February,D008,C015,V021,R03,P001,Repairs & Maintenance expense - Facilities,Invoice,Posted,1079.35,107.94,1187.29,PO-96339,INV-879655,AUD,1.0
TX003418,2025-01-04,2025,1,1,January,D006,C006,V035,R01,P004,Travel expense - Operations,Invoice,Posted,751.61,75.16,826.77,PO-94928,INV-999357,AUD,1.0
TX003419,2024-12-13,2024,4,12,December,D008,C013,V024,R03,P008,Rent expense - Facilities,Invoice,Pending,4860.51,486.05,5346.56,PO-30590,INV-314729,AUD,1.0
TX003420,2025-04-26,2025,2,4,April,D006,C003,V032,R02,P003,Hardware expense - Operations,Direct Debit,Posted,479.38,47.94,527.32,,INV-852215,AUD,1.0
TX003421,2024-08-13,2024,3,8,August,D003,C006,V007,R01,P008,Travel expense - Human Resources,Direct Debit,Posted,1376.61,137.66,1514.27,,INV-553457,AUD,1.0
TX003422,2024-11-29,2024,4,11,November,D007,C004,V015,R02,P008,Contractors expense - Customer Service,Corporate Card,Posted,1413.98,141.4,1555.38,,,AUD,1.0
TX003423,2024-11-29,2024,4,11,November,D001,C003,V019,R04,P003,Hardware expense - Information Technology,Invoice,Posted,992.15,99.22,1091.37,PO-33553,INV-704546,AUD,1.0
TX003424,2024-07-12,2024,3,7,July,D008,C003,V011,R03,P008,Hardware expense - Facilities,Invoice,Posted,1155.04,115.5,1270.54,PO-12551,INV-649009,AUD,1.0
TX003425,2024-03-02,2024,1,3,March,D006,C006,V009,R02,P008,Travel expense - Operations,Direct Debit,Pending,438.4,43.84,482.24,,INV-582539,AUD,1.0
TX003426,2025-01-17,2025,1,1,January,D001,C001,V009,R01,P003,Software & SaaS expense - Information Technology,Invoice,Posted,1373.69,137.37,1511.06,PO-22511,INV-969721,AUD,1.0
TX003427,2026-06-14,2026,2,6,June,D005,C010,V025,R02,P005,Events expense - Sales,Corporate Card,Posted,3253.15,325.32,3578.47,,,AUD,1.0
TX003428,2024-04-01,2024,2,4,April,D004,C009,V031,R05,P008,Advertising expense - Marketing,Invoice,Posted,934.52,93.45,1027.97,PO-19863,INV-936862,AUD,1.0
TX003429,2024-06-29,2024,2,6,June,D003,C011,V025,R04,P004,Office Supplies expense - Human Resources,Corporate Card,Posted,396.19,39.62,435.81,,,AUD,1.0
TX003430,2025-10-22,2025,4,10,October,D008,C016,V019,R03,P004,Insurance expense - Facilities,Invoice,Accrued,343.85,34.39,378.24,PO-30079,INV-112608,AUD,1.0
TX003431,2025-07-08,2025,3,7,July,D004,C006,V018,R03,P008,Travel expense - Marketing,Invoice,Posted,779.79,77.98,857.77,PO-77869,INV-159644,AUD,1.0
TX003432,2025-04-03,2025,2,4,April,D002,C007,V003,R03,P008,Training expense - Finance,Corporate Card,Posted,713.11,71.31,784.42,,,AUD,1.0
TX003433,2024-09-26,2024,3,9,September,D006,C003,V034,R01,P006,Hardware expense - Operations,Corporate Card,Posted,223.13,22.31,245.44,,,AUD,1.0
TX003434,2025-08-19,2025,3,8,August,D007,C001,V033,R01,P003,Software & SaaS expense - Customer Service,Direct Debit,Posted,723.86,72.39,796.25,,INV-782547,AUD,1.0
TX003435,2024-07-14,2024,3,7,July,D001,C003,V027,R01,P005,Hardware expense - Information Technology,Invoice,Posted,1932.69,193.27,2125.96,PO-19609,INV-246980,AUD,1.0
TX003436,2024-08-07,2024,3,8,August,D006,C004,V001,R02,P008,Contractors expense - Operations,Invoice,Posted,1734.06,173.41,1907.47,PO-10475,INV-582753,AUD,1.0
TX003437,2024-04-11,2024,2,4,April,D005,C012,V014,R03,P008,Telecommunications expense - Sales,Invoice,Pending,719.08,71.91,790.99,PO-96814,INV-630148,AUD,1.0
TX003438,2024-10-20,2024,4,10,October,D005,C009,V009,R01,P008,Advertising expense - Sales,Invoice,Posted,2489.66,248.97,2738.63,PO-39314,INV-913460,AUD,1.0
TX003439,2024-03-15,2024,1,3,March,D002,C016,V020,R05,P001,Insurance expense - Finance,Corporate Card,Accrued,580.93,58.09,639.02,,,AUD,1.0
TX003440,2024-12-03,2024,4,12,December,D007,C020,V008,R03,P004,Customer Support Tools expense - Customer Service,Expense Claim,Posted,847.85,84.79,932.64,,,AUD,1.0
TX003441,2026-02-03,2026,1,2,February,D008,C011,V015,R02,P008,Office Supplies expense - Facilities,Invoice,Posted,121.35,12.13,133.48,PO-60809,INV-107728,AUD,1.0
TX003442,2024-08-10,2024,3,8,August,D001,C002,V005,R03,P002,Cloud Services expense - Information Technology,Direct Debit,Posted,1312.83,131.28,1444.11,,INV-356374,AUD,1.0
TX003443,2026-06-08,2026,2,6,June,D003,C007,V006,R04,P008,Training expense - Human Resources,Corporate Card,Posted,558.81,55.88,614.69,,,AUD,1.0
TX003444,2024-01-25,2024,1,1,January,D005,C001,V030,R02,P002,Software & SaaS expense - Sales,Invoice,Posted,492.31,49.23,541.54,PO-55105,INV-336188,AUD,1.0
TX003445,2024-04-09,2024,2,4,April,D001,C001,V030,R05,P008,Software & SaaS expense - Information Technology,Corporate Card,Posted,2257.88,225.79,2483.67,,,AUD,1.0
TX003446,2025-10-14,2025,4,10,October,D003,C004,V005,R01,P008,Contractors expense - Human Resources,Invoice,Posted,857.57,85.76,943.33,PO-83403,INV-988410,AUD,1.0
TX003447,2024-04-03,2024,2,4,April,D005,C001,V018,R01,P008,Software & SaaS expense - Sales,Direct Debit,Posted,790.63,79.06,869.69,,INV-588032,AUD,1.0
TX003448,2025-05-22,2025,2,5,May,D003,C007,V019,R01,P008,Training expense - Human Resources,Invoice,Posted,156.49,15.65,172.14,PO-36830,INV-823406,AUD,1.0
TX003449,2025-12-02,2025,4,12,December,D006,C004,V002,R01,P003,Contractors expense - Operations,Invoice,Pending,723.06,72.31,795.37,PO-14674,INV-427479,AUD,1.0
TX003450,2026-05-13,2026,2,5,May,D005,C010,V003,R05,P008,Events expense - Sales,Invoice,Posted,1670.95,167.1,1838.05,PO-37124,INV-332090,AUD,1.0
TX003451,2025-11-04,2025,4,11,November,D003,C001,V004,R02,P007,Software & SaaS expense - Human Resources,Direct Debit,Posted,968.93,96.89,1065.82,,INV-539990,AUD,1.0
TX003452,2025-02-28,2025,1,2,February,D006,C004,V025,R01,P001,Contractors expense - Operations,Invoice,Posted,4179.41,417.94,4597.35,PO-51954,INV-628870,AUD,1.0
TX003453,2024-01-20,2024,1,1,January,D001,C001,V026,R04,P004,Software & SaaS expense - Information Technology,Invoice,Posted,476.93,47.69,524.62,PO-78093,INV-352883,AUD,1.0
TX003454,2025-10-25,2025,4,10,October,D002,C005,V002,R02,P001,Consulting expense - Finance,Corporate Card,Posted,760.0,76.0,836.0,,,USD,1.5801
TX003455,2026-01-03,2026,1,1,January,D005,C010,V011,R04,P004,Events expense - Sales,Direct Debit,Posted,248.68,24.87,273.55,,INV-323985,AUD,1.0
TX003456,2024-06-22,2024,2,6,June,D001,C001,V034,R01,P005,Software & SaaS expense - Information Technology,Invoice,Posted,1167.06,116.71,1283.77,PO-73780,INV-902828,AUD,1.0
TX003457,2024-12-23,2024,4,12,December,D001,C004,V011,R05,P002,Contractors expense - Information Technology,Invoice,Posted,383.28,38.33,421.61,PO-62591,INV-198716,AUD,1.0
TX003458,2026-06-25,2026,2,6,June,D007,C004,V033,R03,P008,Contractors expense - Customer Service,Invoice,Posted,2094.89,209.49,2304.38,PO-65702,INV-664061,AUD,1.0
TX003459,2026-06-19,2026,2,6,June,D008,C016,V001,R05,P001,Insurance expense - Facilities,Direct Debit,Posted,510.98,51.1,562.08,,INV-806348,AUD,1.0
TX003460,2024-12-13,2024,4,12,December,D004,C006,V006,R02,P008,Travel expense - Marketing,Corporate Card,Posted,113.55,11.36,124.91,,,AUD,1.0
TX003461,2024-04-27,2024,2,4,April,D008,C011,V019,R01,P001,Office Supplies expense - Facilities,Invoice,Posted,168.23,16.82,185.05,PO-29024,INV-758641,AUD,1.0
TX003462,2025-09-24,2025,3,9,September,D001,C004,V031,R03,P005,Contractors expense - Information Technology,Direct Debit,Posted,941.13,94.11,1035.24,,INV-821344,AUD,1.0
TX003463,2024-05-22,2024,2,5,May,D005,C006,V002,R02,P002,Travel expense - Sales,Invoice,Posted,2776.24,277.62,3053.86,PO-44618,INV-844243,AUD,1.0
TX003464,2025-03-16,2025,1,3,March,D005,C010,V027,R01,P008,Events expense - Sales,Invoice,Posted,1149.26,114.93,1264.19,PO-52336,INV-311973,AUD,1.0
TX003465,2025-11-07,2025,4,11,November,D002,C004,V027,R01,P002,Contractors expense - Finance,Invoice,Posted,1014.93,101.49,1116.42,PO-19078,INV-615675,AUD,1.0
TX003466,2025-01-13,2025,1,1,January,D005,C019,V029,R01,P006,Vehicle Expenses expense - Sales,Invoice,Posted,1044.77,104.48,1149.25,PO-68407,INV-297057,AUD,1.0
TX003467,2025-09-20,2025,3,9,September,D004,C004,V026,R03,P008,Contractors expense - Marketing,Invoice,Posted,8125.21,812.52,8937.73,PO-81195,INV-271583,AUD,1.0
TX003468,2026-03-31,2026,1,3,March,D007,C007,V004,R02,P002,Training expense - Customer Service,Invoice,Posted,189.35,18.93,208.28,PO-44041,INV-586053,AUD,1.0
TX003469,2025-07-22,2025,3,7,July,D006,C011,V017,R01,P008,Office Supplies expense - Operations,Expense Claim,Posted,430.48,43.05,473.53,,,AUD,1.0
TX003470,2026-04-28,2026,2,4,April,D003,C006,V011,R02,P001,Travel expense - Human Resources,Invoice,Posted,510.82,51.08,561.9,PO-24033,INV-363071,AUD,1.0
TX003471,2024-09-01,2024,3,9,September,D003,C006,V016,R03,P002,Travel expense - Human Resources,Invoice,Posted,1408.35,140.84,1549.19,PO-26015,INV-979979,AUD,1.0
TX003472,2025-07-30,2025,3,7,July,D001,C020,V014,R01,P008,Customer Support Tools expense - Information Technology,Direct Debit,Posted,4117.84,411.78,4529.62,,INV-115847,AUD,1.0
TX003473,2025-03-19,2025,1,3,March,D008,C004,V035,R04,P008,Contractors expense - Facilities,Invoice,Posted,1973.12,197.31,2170.43,PO-70806,INV-930207,AUD,1.0
TX003474,2025-02-15,2025,1,2,February,D003,C011,V008,R03,P001,Office Supplies expense - Human Resources,Direct Debit,Posted,348.22,34.82,383.04,,INV-136704,AUD,1.0
TX003475,2025-09-08,2025,3,9,September,D006,C011,V020,R01,P008,Office Supplies expense - Operations,Invoice,Accrued,114.26,11.43,125.69,PO-25251,INV-424435,AUD,1.0
TX003476,2024-09-10,2024,3,9,September,D008,C016,V020,R02,P003,Insurance expense - Facilities,Direct Debit,Posted,106.01,10.6,116.61,,INV-533220,AUD,1.0
TX003477,2025-05-22,2025,2,5,May,D007,C020,V011,R01,P008,Customer Support Tools expense - Customer Service,Invoice,Posted,797.51,79.75,877.26,PO-31941,INV-377318,AUD,1.0
TX003478,2024-08-21,2024,3,8,August,D008,C016,V006,R01,P008,Insurance expense - Facilities,Invoice,Posted,305.29,30.53,335.82,PO-44807,INV-165946,AUD,1.0
TX003479,2025-12-02,2025,4,12,December,D004,C006,V026,R01,P008,Travel expense - Marketing,Invoice,Posted,589.1,58.91,648.01,PO-60416,INV-950038,AUD,1.0
TX003480,2025-12-12,2025,4,12,December,D002,C016,V023,R03,P007,Insurance expense - Finance,Corporate Card,Posted,1297.42,129.74,1427.16,,,AUD,1.0
TX003481,2025-11-28,2025,4,11,November,D005,C006,V016,R04,P007,Travel expense - Sales,Invoice,Posted,511.21,51.12,562.33,PO-38554,INV-178900,AUD,1.0
TX003482,2025-06-22,2025,2,6,June,D005,C006,V031,R01,P003,Travel expense - Sales,Corporate Card,Posted,2072.76,207.28,2280.04,,,AUD,1.0
TX003483,2024-04-21,2024,2,4,April,D005,C010,V002,R02,P008,Events expense - Sales,Invoice,Posted,707.55,70.75,778.3,PO-55063,INV-427193,AUD,1.0
TX003484,2024-05-03,2024,2,5,May,D005,C009,V027,R05,P008,Advertising expense - Sales,Direct Debit,Posted,3450.35,345.04,3795.39,,INV-916253,AUD,1.0
TX003485,2025-02-09,2025,1,2,February,D006,C018,V031,R01,P006,Freight & Logistics expense - Operations,Invoice,Posted,1861.91,186.19,2048.1,PO-45197,INV-334454,AUD,1.0
TX003486,2025-07-15,2025,3,7,July,D004,C001,V024,R01,P008,Software & SaaS expense - Marketing,Direct Debit,Accrued,880.74,88.07,968.81,,INV-110248,AUD,1.0
TX003487,2025-06-15,2025,2,6,June,D001,C012,V005,R04,P004,Telecommunications expense - Information Technology,Corporate Card,Posted,399.94,39.99,439.93,,,AUD,1.0
TX003488,2025-02-15,2025,1,2,February,D003,C008,V005,R02,P003,Recruitment expense - Human Resources,Invoice,Posted,367.32,36.73,404.05,PO-69966,INV-328096,AUD,1.0
TX003489,2026-02-21,2026,1,2,February,D007,C004,V006,R01,P008,Contractors expense - Customer Service,Direct Debit,Posted,1710.33,171.03,1881.36,,INV-311206,AUD,1.0
TX003490,2025-06-16,2025,2,6,June,D001,C003,V001,R01,P008,Hardware expense - Information Technology,Direct Debit,Posted,3960.16,396.02,4356.18,,INV-786326,AUD,1.0
TX003491,2024-03-23,2024,1,3,March,D007,C007,V012,R02,P004,Training expense - Customer Service,Corporate Card,Posted,398.69,39.87,438.56,,,AUD,1.0
TX003492,2024-07-27,2024,3,7,July,D004,C011,V011,R02,P002,Office Supplies expense - Marketing,Direct Debit,Posted,556.38,55.64,612.02,,INV-462131,AUD,1.0
TX003493,2024-07-31,2024,3,7,July,D003,C006,V003,R03,P008,Travel expense - Human Resources,Invoice,Posted,434.34,43.43,477.77,PO-19525,INV-861237,AUD,1.0
TX003494,2025-04-29,2025,2,4,April,D008,C013,V020,R01,P008,Rent expense - Facilities,Invoice,Posted,2840.62,284.06,3124.68,PO-79566,INV-633528,AUD,1.0
TX003495,2024-03-13,2024,1,3,March,D001,C003,V006,R03,P004,Hardware expense - Information Technology,Invoice,Posted,706.66,70.67,777.33,PO-89899,INV-764486,AUD,1.0
TX003496,2024-08-14,2024,3,8,August,D006,C019,V004,R02,P008,Vehicle Expenses expense - Operations,Invoice,Posted,2368.07,236.81,2604.88,PO-42758,INV-722398,AUD,1.0
TX003497,2024-11-20,2024,4,11,November,D004,C009,V016,R02,P008,Advertising expense - Marketing,Invoice,Posted,1323.61,132.36,1455.97,PO-98084,INV-971843,AUD,1.0
TX003498,2026-03-18,2026,1,3,March,D003,C004,V025,R05,P008,Contractors expense - Human Resources,Corporate Card,Posted,1662.91,166.29,1829.2,,,AUD,1.0
TX003499,2024-03-27,2024,1,3,March,D005,C019,V001,R05,P008,Vehicle Expenses expense - Sales,Expense Claim,Posted,476.16,47.62,523.78,,,AUD,1.0
TX003500,2025-07-29,2025,3,7,July,D004,C009,V020,R01,P008,Advertising expense - Marketing,Invoice,Posted,1456.29,145.63,1601.92,PO-82896,INV-546408,AUD,1.0
TX003501,2025-12-20,2025,4,12,December,D002,C006,V009,R05,P008,Travel expense - Finance,Invoice,Pending,1015.38,101.54,1116.92,PO-34672,INV-740911,AUD,1.0
TX003502,2026-06-16,2026,2,6,June,D006,C019,V004,R01,P004,Vehicle Expenses expense - Operations,Invoice,Posted,550.25,55.03,605.28,PO-42900,INV-775719,AUD,1.0
TX003503,2024-08-12,2024,3,8,August,D007,C012,V016,R05,P004,Telecommunications expense - Customer Service,Invoice,Accrued,321.84,32.18,354.02,PO-76479,INV-385588,AUD,1.0
TX003504,2024-12-28,2024,4,12,December,D004,C006,V032,R02,P008,Travel expense - Marketing,Invoice,Accrued,1096.34,109.63,1205.97,PO-76204,INV-345066,AUD,1.0
TX003505,2025-02-27,2025,1,2,February,D002,C007,V033,R05,P008,Training expense - Finance,Invoice,Posted,535.26,53.53,588.79,PO-31783,INV-299343,AUD,1.0
TX003506,2026-02-15,2026,1,2,February,D007,C001,V021,R01,P004,Software & SaaS expense - Customer Service,Direct Debit,Posted,374.09,37.41,411.5,,INV-226397,AUD,1.0
TX003507,2025-05-05,2025,2,5,May,D003,C008,V035,R01,P008,Recruitment expense - Human Resources,Expense Claim,Posted,1296.83,129.68,1426.51,,,AUD,1.0
TX003508,2026-02-21,2026,1,2,February,D003,C008,V033,R01,P004,Recruitment expense - Human Resources,Invoice,Posted,168.0,16.8,184.8,PO-11259,INV-637403,AUD,1.0
TX003509,2026-01-18,2026,1,1,January,D007,C007,V034,R01,P002,Training expense - Customer Service,Corporate Card,Accrued,129.8,12.98,142.78,,,AUD,1.0
TX003510,2024-01-04,2024,1,1,January,D008,C016,V014,R03,P008,Insurance expense - Facilities,Corporate Card,Posted,599.96,60.0,659.96,,,AUD,1.0
TX003511,2026-03-24,2026,1,3,March,D006,C018,V003,R01,P005,Freight & Logistics expense - Operations,Invoice,Posted,1204.06,120.41,1324.47,PO-93178,INV-255673,AUD,1.0
TX003512,2025-07-22,2025,3,7,July,D002,C001,V001,R03,P008,Software & SaaS expense - Finance,Direct Debit,Posted,1828.94,182.89,2011.83,,INV-320390,AUD,1.0
TX003513,2025-06-19,2025,2,6,June,D005,C001,V002,R01,P006,Software & SaaS expense - Sales,Expense Claim,Posted,2040.1,204.01,2244.11,,,AUD,1.0
TX003514,2024-12-17,2024,4,12,December,D004,C001,V011,R02,P006,Software & SaaS expense - Marketing,Invoice,Posted,419.74,41.97,461.71,PO-76881,INV-188732,AUD,1.0
TX003515,2024-10-27,2024,4,10,October,D004,C004,V025,R03,P008,Contractors expense - Marketing,Direct Debit,Posted,1196.75,119.68,1316.43,,INV-503183,AUD,1.0
TX003516,2025-07-23,2025,3,7,July,D004,C006,V002,R03,P003,Travel expense - Marketing,Invoice,Posted,403.59,40.36,443.95,PO-89691,INV-838648,AUD,1.0
TX003517,2025-08-25,2025,3,8,August,D007,C020,V035,R02,P008,Customer Support Tools expense - Customer Service,Corporate Card,Posted,4418.77,441.88,4860.65,,,AUD,1.0
TX003518,2026-02-14,2026,1,2,February,D006,C018,V019,R02,P004,Freight & Logistics expense - Operations,Expense Claim,Posted,1942.77,194.28,2137.05,,,AUD,1.0
TX003519,2024-09-23,2024,3,9,September,D006,C003,V008,R01,P008,Hardware expense - Operations,Direct Debit,Posted,3002.03,300.2,3302.23,,INV-736829,AUD,1.0
TX003520,2024-08-01,2024,3,8,August,D001,C005,V014,R03,P004,Consulting expense - Information Technology,Invoice,Posted,177.23,17.72,194.95,PO-88193,INV-132039,AUD,1.0
TX003521,2024-02-11,2024,1,2,February,D008,C004,V032,R01,P006,Contractors expense - Facilities,Invoice,Posted,885.49,88.55,974.04,PO-68555,INV-652474,AUD,1.0
TX003522,2024-07-21,2024,3,7,July,D008,C015,V007,R01,P008,Repairs & Maintenance expense - Facilities,Invoice,Posted,235.49,23.55,259.04,PO-86023,INV-788314,USD,1.5995
TX003523,2025-12-10,2025,4,12,December,D004,C011,V018,R01,P008,Office Supplies expense - Marketing,Invoice,Posted,481.0,48.1,529.1,PO-51105,INV-444389,AUD,1.0
TX003524,2026-03-09,2026,1,3,March,D008,C014,V002,R05,P008,Utilities expense - Facilities,Invoice,Posted,1246.06,124.61,1370.67,PO-91864,INV-821157,AUD,1.0
TX003525,2024-10-11,2024,4,10,October,D005,C006,V009,R02,P008,Travel expense - Sales,Invoice,Posted,459.8,45.98,505.78,PO-98485,INV-507532,AUD,1.0
TX003526,2025-01-31,2025,1,1,January,D008,C011,V033,R03,P008,Office Supplies expense - Facilities,Corporate Card,Posted,306.65,30.66,337.31,,,AUD,1.0
TX003527,2025-06-14,2025,2,6,June,D007,C004,V020,R02,P001,Contractors expense - Customer Service,Invoice,Posted,342.67,34.27,376.94,PO-91687,INV-399161,AUD,1.0
TX003528,2025-09-16,2025,3,9,September,D001,C012,V030,R01,P004,Telecommunications expense - Information Technology,Invoice,Posted,230.04,23.0,253.04,PO-29734,INV-603759,AUD,1.0
TX003529,2025-07-28,2025,3,7,July,D007,C001,V030,R01,P005,Software & SaaS expense - Customer Service,Invoice,Posted,1653.78,165.38,1819.16,PO-21844,INV-743451,AUD,1.0
TX003530,2024-09-08,2024,3,9,September,D002,C005,V029,R02,P001,Consulting expense - Finance,Corporate Card,Posted,740.19,74.02,814.21,,,AUD,1.0
TX003531,2024-01-20,2024,1,1,January,D006,C018,V031,R02,P008,Freight & Logistics expense - Operations,Invoice,Posted,1268.36,126.84,1395.2,PO-88725,INV-758424,AUD,1.0
TX003532,2024-06-26,2024,2,6,June,D006,C011,V031,R05,P008,Office Supplies expense - Operations,Corporate Card,Posted,316.76,31.68,348.44,,,AUD,1.0
TX003533,2026-02-20,2026,1,2,February,D008,C016,V012,R02,P008,Insurance expense - Facilities,Corporate Card,Posted,283.9,28.39,312.29,,,AUD,1.0
TX003534,2025-02-17,2025,1,2,February,D004,C004,V035,R03,P006,Contractors expense - Marketing,Invoice,Posted,364.61,36.46,401.07,PO-77595,INV-541847,AUD,1.0
TX003535,2024-11-06,2024,4,11,November,D001,C005,V018,R01,P006,Consulting expense - Information Technology,Direct Debit,Posted,1430.72,143.07,1573.79,,INV-941860,AUD,1.0
TX003536,2024-09-11,2024,3,9,September,D005,C012,V009,R03,P004,Telecommunications expense - Sales,Invoice,Posted,151.82,15.18,167.0,PO-19995,INV-834664,AUD,1.0
TX003537,2024-06-29,2024,2,6,June,D004,C006,V001,R04,P003,Travel expense - Marketing,Invoice,Posted,955.76,95.58,1051.34,PO-47858,INV-763732,AUD,1.0
TX003538,2024-12-29,2024,4,12,December,D007,C020,V003,R02,P007,Customer Support Tools expense - Customer Service,Invoice,Posted,419.08,41.91,460.99,PO-49382,INV-115289,AUD,1.0
TX003539,2024-10-05,2024,4,10,October,D002,C005,V018,R03,P005,Consulting expense - Finance,Invoice,Posted,1639.74,163.97,1803.71,PO-95413,INV-950178,AUD,1.0
TX003540,2024-06-27,2024,2,6,June,D008,C013,V013,R04,P008,Rent expense - Facilities,Direct Debit,Posted,4146.71,414.67,4561.38,,INV-425806,AUD,1.0
TX003541,2024-06-07,2024,2,6,June,D001,C001,V021,R02,P004,Software & SaaS expense - Information Technology,Invoice,Posted,161.26,16.13,177.39,PO-32970,INV-703226,AUD,1.0
TX003542,2026-05-11,2026,2,5,May,D006,C003,V001,R03,P004,Hardware expense - Operations,Invoice,Posted,402.9,40.29,443.19,PO-73810,INV-357660,AUD,1.0
TX003543,2025-11-15,2025,4,11,November,D003,C011,V014,R02,P008,Office Supplies expense - Human Resources,Invoice,Posted,46.1,4.61,50.71,PO-96388,INV-939079,AUD,1.0
TX003544,2024-03-04,2024,1,3,March,D004,C010,V030,R01,P008,Events expense - Marketing,Invoice,Posted,1798.28,179.83,1978.11,PO-77241,INV-747655,AUD,1.0
TX003545,2024-06-26,2024,2,6,June,D002,C005,V014,R03,P008,Consulting expense - Finance,Invoice,Posted,399.97,40.0,439.97,PO-66331,INV-231461,AUD,1.0
TX003546,2026-04-29,2026,2,4,April,D007,C001,V006,R02,P008,Software & SaaS expense - Customer Service,Expense Claim,Accrued,1776.06,177.61,1953.67,,,AUD,1.0
TX003547,2025-04-10,2025,2,4,April,D006,C003,V003,R01,P008,Hardware expense - Operations,Invoice,Posted,832.82,83.28,916.1,PO-59060,INV-832747,AUD,1.0
TX003548,2026-06-16,2026,2,6,June,D003,C011,V021,R01,P008,Office Supplies expense - Human Resources,Invoice,Posted,402.49,40.25,442.74,PO-13025,INV-794023,AUD,1.0
TX003549,2025-10-04,2025,4,10,October,D007,C001,V023,R01,P008,Software & SaaS expense - Customer Service,Corporate Card,Posted,1895.93,189.59,2085.52,,,AUD,1.0
TX003550,2024-01-02,2024,1,1,January,D004,C001,V020,R01,P004,Software & SaaS expense - Marketing,Direct Debit,Posted,227.11,22.71,249.82,,INV-233916,AUD,1.0
TX003551,2025-07-14,2025,3,7,July,D001,C012,V004,R01,P008,Telecommunications expense - Information Technology,Direct Debit,Posted,442.93,44.29,487.22,,INV-472161,AUD,1.0
TX003552,2024-02-18,2024,1,2,February,D008,C014,V022,R02,P001,Utilities expense - Facilities,Direct Debit,Posted,1317.41,131.74,1449.15,,INV-866651,AUD,1.0
TX003553,2026-02-20,2026,1,2,February,D004,C004,V025,R03,P003,Contractors expense - Marketing,Invoice,Accrued,4576.08,457.61,5033.69,PO-60144,INV-958738,AUD,1.0
TX003554,2024-05-31,2024,2,5,May,D005,C012,V023,R02,P006,Telecommunications expense - Sales,Corporate Card,Posted,666.24,66.62,732.86,,,AUD,1.0
TX003555,2025-08-31,2025,3,8,August,D004,C010,V005,R02,P004,Events expense - Marketing,Invoice,Posted,240.19,24.02,264.21,PO-79567,INV-295881,AUD,1.0
TX003556,2026-03-15,2026,1,3,March,D001,C012,V012,R04,P005,Telecommunications expense - Information Technology,Invoice,Posted,2159.84,215.98,2375.82,PO-99406,INV-995420,AUD,1.0
TX003557,2024-03-13,2024,1,3,March,D007,C007,V034,R03,P008,Training expense - Customer Service,Corporate Card,Posted,93.01,9.3,102.31,,,AUD,1.0
